id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genre_list,keywords_list,cast_list,director,release_year,release_month
205775,In the Heart of the Sea,2015-11-20,100000000.0,93820758.0,122.0,6.5,1300.0,11.696923,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']","['suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'ship', 'whale', 'based on true story', 'stranded', 'survival', 'whaling', 'death', 'new england', 'lost at sea', 'based on true events', 'whaling ship', 'starvation', '19th century', 'cannibalism', 'reference to moby dick', 'whale oil', 'nantucket']","['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Brendan Gleeson', 'Ben Whishaw', 'Michelle Fairley', 'Tom Holland', 'Paul Anderson', 'Frank Dillane', 'Joseph Mawle', 'Edward Ashley', 'Sam Keeley', 'Osy Ikhile', 'Gary Beadle', 'Jamie Sives', 'Morgan Chetcuti', 'Charlotte Riley', 'Nicholas Jones', 'Donald Sumpter', 'Richard Bremmer', 'Jordi Mollà', 'Hayley Joanne Bacon', 'Andrew Crayford', 'Claudia Newman', 'Daniel Westwood', 'Andy Wareham']",Ron Howard,2015,11
6439,Racing Stripes,2005-01-06,30000000.0,93772522.0,102.0,5.1,127.0,4.817052,['Comedy'],"['love of animals', 'horse', 'identity crisis', 'farm', 'zebra']","['Frankie Muniz', 'Mandy Moore', 'Hayden Panettiere', 'Bruce Greenwood', 'Wendie Malick', 'M. Emmet Walsh', 'Snoop Dogg', 'Michael Clarke Duncan', 'Jeff Foxworthy', 'Whoopi Goldberg', 'Steve Harvey', 'Dustin Hoffman', 'Joshua Jackson', 'Joe Pantoliano', 'Michael Rosenbaum', 'David Spade', 'Gary Bullock', 'Fred Dalton Thompson', 'Caspar Poyck', 'Thandi Puren', 'Morne Visser', 'Dawn Matthews', 'Matt Stern', 'John Lesley', 'Graeme Hawkins', 'Tarryn Meaker']",Frederik Du Chau,2005,1
2277,Bicentennial Man,1999-12-17,100000000.0,93700000.0,131.0,6.9,998.0,9.369918,"['Comedy', 'Science Fiction']","['android', 'hologram', 'freedom', 'futuristic', 'robot']","['Robin Williams', 'Sam Neill', 'Embeth Davidtz', 'Oliver Platt', 'Kiersten Warren', 'Wendy Crewson', 'Bradley Whitford', 'Lindze Letherman', 'Angela Landis', 'John Michael Higgins', 'Igor Hiller', 'Joe Bellan', 'Brett Wagner', 'Stephen Root', 'Hallie Kate Eisenberg', 'George Wallace', ""Tom O'Reilly""]",Chris Columbus,1999,12
45317,The Fighter,2010-12-17,25000000.0,93617009.0,116.0,7.2,1512.0,14.141837,['Drama'],"['sport', 'irish american', 'documentary crew', 'lowell massachusetts', 'blue collar worker', 'church bells', 'documentary filmmaking', 'boxer shorts', 'jumping rope', 'shadow boxing', 'duringcreditsstinger']","['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo', ""Mickey O'Keefe"", 'Dendrie Taylor', 'Jack McGee', 'Bianca Hunter', 'Erica McDermott', 'Jenna Lamia', 'Caitlin Dwyer', 'Chanty Sok', 'Jackson Nicoll', 'Frank Renzulli', 'Sugar Ray Leonard', 'Melissa McMeekin', 'Ted Arcidi', 'Ross Bickell', 'Sean Malone', 'Matthew Muzio', 'Alison Folland', 'Thomas Benton', 'Jeremiah Kissel', 'Kim Carrell', 'Dale Place', 'Bonnie Aarons', 'Walter Driscoll', 'Jerrell Lee Wesley', 'Eric Weinstein', 'Anthony Molinari', 'Peter Cunningham', 'Brian Christensen', 'Jen Weissenberg', 'Michael Buffer', 'Larry Merchant', 'Jim Lampley', 'Emanuel Steward', 'Roy Jones Jr.', 'George Foreman', 'Dicky Eklund Jr.', 'Charlie Alejandro', 'Joseph Basile', 'Jeffrey Corazzini', 'Conan Marchi', 'Brina', 'Luisa Diaz', 'Shawn Fogarty', 'Jodie Brunelle', 'John Franchi', 'Gino Cafarelli', 'Al Conti', 'Shawn Doherty', 'Henry Penzi', 'Ger Duany', 'Alex East', 'Dan Marshall', 'Jeff Martineau', 'Anastasia Sanidopoulos Mousis', 'Briggon Snow', 'Thomas Olson', 'Ron Shimshilashvili', 'Mark Falvo', 'Susan Farese', 'Dennis Jay Funny', 'London Hall', 'Hunter Wilichoski', 'Kimko', 'Dennis Lauricella', 'David Struffolino', 'Alicia Love', 'Joseph Oliveira', 'Joe Siriani']",David O. Russell,2010,12
7980,The Lovely Bones,2009-12-26,65000000.0,93525586.0,136.0,6.6,1101.0,12.738789,"['Fantasy', 'Drama']","['rape', '1970s', 'evidence', 'tree', 'afterlife', 'loss of daughter', 'serial killer', 'corpse', 'pedophile', 'teenage love', 'grieving', 'childhood sexual abuse', 'based on young adult novel']","['Rachel Weisz', 'Mark Wahlberg', 'Susan Sarandon', 'Saoirse Ronan', 'Stanley Tucci', 'Michael Imperioli', 'Rose McIver', 'Carolyn Dando', 'Christian Thomas Ashdale', 'Reece Ritchie', 'Nikki SooHoo', 'Jake Abel', 'AJ Michalka', 'Tom McCarthy', 'Stink Fisher', 'Andrew James Allen', 'Stefania LaVie Owen', 'Scott Evans']",Peter Jackson,2009,12
10992,Cats & Dogs,2001-07-04,60000000.0,93375151.0,87.0,5.0,363.0,8.142251,"['Comedy', 'Family']","['fight', 'governance', 'puppy', 'allergy', '3d']","['Jeff Goldblum', 'Elizabeth Perkins', 'Alexander Pollock', 'Miriam Margolyes', 'Tobey Maguire', 'Alec Baldwin', 'Susan Sarandon', 'Charlton Heston']",Lawrence Guterman,2001,7
2642,Two Weeks Notice,2002-12-19,60000000.0,93354918.0,101.0,5.9,505.0,7.738531,"['Comedy', 'Romance']","['set', 'sammen']","['Sandra Bullock', 'Hugh Grant', 'Alicia Witt', 'Dana Ivey', 'Robert Klein', 'Heather Burns', 'David Haig', 'Dorian Missick', 'Veanne Cox', 'Janine LaManna', 'Iraida Polanco', 'Charlotte Maier', 'Katheryn Winnick', 'Tim Kang', 'Wynter Kullman', 'Jason Antoon', 'Francie Swift', 'Mandy Siegfried', 'Mark Zeisler', 'Rocco Musacchia', 'Jonathan Dokuchitz', 'Joseph Badalucco Jr.', 'Libby West', 'Sharon Wilkins', 'Shannon Fiedler', 'Donald Trump']",Marc Lawrence,2002,12
303858,Money Monster,2016-05-12,27000000.0,93282604.0,98.0,6.5,1096.0,11.953822,['Thriller'],"['bomb', 'sniper', 'tv show', 'hostage drama', 'police', 'hostage-taking', 'new york city', 'stock market', 'stock fraud', 'woman director', 'tv studio']","['George Clooney', 'Julia Roberts', ""Jack O'Connell"", 'Caitriona Balfe', 'Dominic West', 'Lenny Venito', 'Giancarlo Esposito', 'Christopher Denham', 'Condola Rashad', 'Emily Meade', 'Chris Bauer', 'Dennis Boutsikaris', 'Olivia Luccardi', 'Aaron Yoo', 'Grant Rosenmeyer', 'Greta Lee', 'Cenk Uygur', 'Carsey Walker Jr.', 'Jim Warden', 'Joseph D. Reitman', 'Grizz Chapman', 'Robert C. Kirk', 'Genevieve Adams', 'Daoud Heidami', 'Anthony DeSando', 'Ivan Martin', 'John Ventimiglia', 'Dominic Colón', 'Chad Jennings', 'Cliff Moylan', 'Brian Edwards', 'Jimmy Gary Jr.', 'Frantzy Orisma', 'Charlie Thurston', 'Patricia Dunnock', 'Sahr Ngaujah', 'Vernon Campbell', 'Daniel K. Isaac', 'Darri Ingolfsson', 'Makhaola Ndebele', 'Jamar Greene', 'Rob Falcone', 'Bobby Kruger', 'David Healy', 'Matt Walton', 'Pun Bandhu', 'Jake Choi', 'Nick Boraine', 'Jeff Witzke', 'Bryan Burton', 'Frank Pando', 'Shauna Mitchell', 'Pat Kiernan']",Jodie Foster,2016,5
35019,Nanny McPhee and the Big Bang,2010-03-26,35000000.0,93246388.0,109.0,6.0,450.0,8.983275,"['Comedy', 'Fantasy']","['nanny', 'fantasy', 'children', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']","['Emma Thompson', 'Asa Butterfield', 'Ralph Fiennes', 'Maggie Gyllenhaal', 'Maggie Smith', 'Rhys Ifans', 'Daniel Mays', 'Bill Bailey', 'Ewan McGregor', 'Eros Vlahos', 'Oscar Steer', 'Lil Woods', 'Katy Brand', 'Sinead Matthews', 'Sam Kelly', 'Ed Stoppard', 'Toby Sedgwick']",Susanna White,2010,3
4566,Michael Clayton,2007-09-28,25000000.0,92991835.0,119.0,6.6,508.0,7.857078,"['Drama', 'Mystery', 'Crime']","['killing', 'restaurant', 'chambers of a barrister', 'scandal', 'pretended suicide', 'lawsuit', 'car bomb', 'business ethics', 'crooked lawyer']","['George Clooney', 'Tom Wilkinson', 'Tilda Swinton', 'Sydney Pollack', ""Michael O'Keefe"", 'Robert Prescott', ""Denis O'Hare"", 'Julie White', 'Austin Williams', 'Jennifer Van Dyck', 'Frank Wood', 'Amy Hargreaves', 'Rachel Black', 'Merritt Wever', 'Susan Pellegrino', 'Katherine Waterston', 'Heidi Armbruster', 'Pamela Gray']",Tony Gilroy,2007,9
535,Flashdance,1983-04-14,4000000.0,92921203.0,95.0,6.1,313.0,9.888958,"['Drama', 'Music', 'Romance']","['dancing', 'dance', 'locksmith', 'welder']","['Jennifer Beals', 'Michael Nouri', 'Lilia Skala', 'Kyle T. Heffner', 'Sunny Johnson', 'Philip Bruns', 'Micole Mercurio', 'Cynthia Rhodes', 'Lee Ving', 'Ron Karabatsos', 'Belinda Bauer', 'Lucy Lee Flippin', 'Durga McBroom', 'Liz Sagal', 'Malcolm Danare', 'Don Brockett', 'Stacey Pickren', 'Robert Wuhl', 'Matt Landers', 'Steve Price', 'Frank Pesce', 'Marc Lemberger', 'Wayne Frost', 'Debra Gordon', 'Tony De Santis', 'Ann Muffly']",Adrian Lyne,1983,4
1586,Secret Window,2004-03-12,40000000.0,92913171.0,96.0,6.4,1007.0,9.524283,"['Thriller', 'Mystery']","['alcohol', 'adultery', 'detective', 'mississippi', 'jealousy', 'isolation', 'paranoia', 'motel', 'window', 'nightmare', 'letter', 'ax', 'notebook', 'police', 'murder', 'mystery', 'arson', 'writer', 'divorce']","['Johnny Depp', 'John Turturro', 'Maria Bello', 'Timothy Hutton', 'Charles S. Dutton', 'Len Cariou', 'Joan Heney', 'John Dunn-Hill', 'Vlasta Vrána', 'Matt Holland', 'Gillian Ferrabee', 'Bronwen Mantel', 'Elizabeth Marleau', 'Kyle Allatt', 'Richard Jutras']",David Koepp,2004,3
639,When Harry Met Sally...,1989-07-21,16000000.0,92823546.0,96.0,7.3,974.0,8.34322,"['Comedy', 'Romance', 'Drama']","['new york', 'wife husband relationship', 'restaurant', 'platonic love', 'orgasm', 'friendship', 'male female relationship']","['Meg Ryan', 'Billy Crystal', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford', 'Lisa Jane Persky', 'Michelle Nicastro', 'Gretchen Palmer', 'Robert Alan Beuth', 'Harley Jane Kozak', 'Kevin Rooney', 'Franc Luz', 'Connie Sawyer', 'David Burdick', 'Joe Viviani', 'Joseph Hunt']",Rob Reiner,1989,7
3638,No Reservations,2007-07-25,28000000.0,92601050.0,104.0,6.1,336.0,9.672317,['Comedy'],"['italy', 'competition', 'loss of mother', 'loss of sister', 'new love', 'cook', 'cooking', 'restaurant', 'bars and restaurants', 'mother role', 'funeral', 'kitchen', 'perfectionist']","['Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson', 'Jenny Wade', 'Bob Balaban', ""Brían F. O'Byrne"", 'Lily Rabe', 'Eric Silver', 'Arija Bareikis', 'Zoë Kravitz', 'John McMartin', 'Celia Weston', 'Matthew Rauch', 'Katherine Sigismund', 'Dearbhla Molloy', 'Stephanie Berry']",Scott Hicks,2007,7
10950,I Am Sam,2001-12-28,22000000.0,92542418.0,132.0,7.2,542.0,12.935016,['Drama'],"['foster parents', 'pro bono', 'new baby', 'social services', 'learning', 'coffee shop manager', 'pizza hut', ""children's book"", 'locked door', 'mentally handicapped man', 'child custody', 'woman director']","['Sean Penn', 'Michelle Pfeiffer', 'Dianne Wiest', 'Dakota Fanning', 'Richard Schiff', 'Loretta Devine', 'Marin Hinkle', 'Laura Dern', 'Brad Silverman', 'Joseph Rosenberg', 'Stanley DeSantis', 'Doug Hutchison', 'Bobby Cooper', 'Mary Steenburgen', 'Eileen Ryan', 'Michael B. Silver', 'Rosalind Chao', 'Ken Jenkins', 'Wendy Phillips', 'Mason Lucero', 'Scott Paulin', 'Kit McDonough', 'Kimberly Scott', 'Chase MacKenzie Bebak', 'Rafer Weigel', 'Emiko Parise', 'Pamela Dunlap', 'Brent Spiner', 'David Nathan Schwartz', 'Kathleen Robertson', 'Karen Bankhead', 'Janet Adderley', 'Katie McGloin', 'Steven Maines', 'Dennis Fanning', 'David Poynter', 'R. D. Call', 'Elle Fanning']",Jessie Nelson,2001,12
15373,Role Models,2008-02-03,28000000.0,92380927.0,99.0,6.4,575.0,7.646215,['Comedy'],"['camping', 'campsite', 'big brother', 'friends', 'community service', 'kids', 'duringcreditsstinger']","['Seann William Scott', 'Paul Rudd', 'Elizabeth Banks', 'Christopher Mintz-Plasse', ""Bobb'e J. Thompson"", 'Jane Lynch', 'Ken Jeong', 'Amanda Righetti', 'Joe Lo Truglio', 'Ken Marino', 'Kerri Kenney-Silver', 'A.D. Miles', 'Matt Walsh', 'Nicole Randall Johnson', 'Allie Stamler', 'Carly Craig', 'Jessica Morris', 'Vincent Martella', 'Nate Hartley', 'David Wain', 'Louis C.K.', 'Keegan-Michael Key', 'Armen Weitzman', 'Tina Casciani', 'Nina Hellman', 'Zaid Farid', 'Joshua L.K. Patterson', 'Peter Salett', 'Jorma Taccone']",David Wain,2008,2
8292,Four Brothers,2005-08-11,45000000.0,92374674.0,109.0,6.7,617.0,6.84109,"['Action', 'Crime']","['brother brother relationship', 'robbery', 'arbitrary law', 'adoptive mother', 'revenge', 'murder', 'violence', 'detroit', 'duringcreditsstinger', 'interracial adoption']","['Mark Wahlberg', 'Tyrese Gibson', 'André Benjamin', 'Garrett Hedlund', 'Terrence Howard', 'Josh Charles', 'Sofía Vergara', 'Fionnula Flanagan', 'Chiwetel Ejiofor', 'Taraji P. Henson', 'Barry Shabaka Henley', 'Jernard Burks', 'Kenneth Welsh', 'Tony Nappo', 'Shawn Singleton', 'Lyriq Bent', 'Shomari Downer', 'Mpho Koaho', 'Costin Manu', 'Kevin Duhaney', 'Victor A. Young']",John Singleton,2005,8
22949,Old Dogs,2009-11-24,35000000.0,92219310.0,88.0,5.2,215.0,9.52295,"['Comedy', 'Family']","['japanese', 'camp', 'best friend', 'co-worker', 'kids', 'duringcreditsstinger', 'sports marketing firm']","['Robin Williams', 'John Travolta', 'Seth Green', 'Justin Long', 'Matt Dillon', 'Kelly Preston', 'Bernie Mac', 'Dax Shepard', 'Rita Wilson', 'Laura Allen', 'DeRay Davis', 'Lori Loughlin', 'Ella Bleu Travolta', 'Conner Rayburn', 'Ann-Margret', 'Amy Sedaris', 'Sab Shimono', 'Kate Lacey', 'Luis Guzmán', 'Nova Mejia', 'Alexa Havins', 'Chika Kanamoto']",Walt Becker,2009,11
613,Downfall,2004-09-08,18339750.0,92180910.0,156.0,7.7,1059.0,7.69224,"['Drama', 'History', 'War']","['berlin', 'poison', 'dictator', 'clerk', 'ideology', 'world war ii', 'traitor', 'despair', 'destroy', 'testament', 'capitulation', 'soviet troops', 'race politics', 'national socialism', 'adolf hitler', 'ultimate victory', 'minister', 'national socialist party', 'dying and death', 'historical figure', 'german shepherd']","['Bruno Ganz', 'Alexandra Maria Lara', 'Corinna Harfouch', 'Ulrich Matthes', 'Juliane Köhler', 'Heino Ferch', 'Christian Berkel', 'Thomas Kretschmann', 'Ulrich Noethen', 'Birgit Minichmayr', 'Rolf Kanies', 'Justus von Dohnányi', 'Michael Mendl', 'André Hennicke', 'Christian Redl', 'Götz Otto', 'Thomas Limpinsel', 'Thomas Thieme', 'Donevan Gunia', 'Matthias Habich', 'Alexander Held', 'Devid Striesow', 'Dieter Mann', 'Bettina Redlich', 'Heinrich Schmieder', 'Anna Thalbach', 'Dietrich Hollinderbäumer', 'Ulrike Krumbiegel', 'Karl Kranzkowski', 'Thorsten Krohn', 'Jürgen Tonkel', 'Fabian Busch', 'Christian Hoening', 'Dirk Borchardt', 'Elizaveta Boyarskaya', 'Michael Brandner', 'Igor Bubenchikov', 'Martin Butzke', 'Dmitriy Bykovskiy-Romashov', 'Mathias Gnädinger', 'Bohdan Graczyk', 'Norbert Heckner', 'Enno Hesse', 'Julia Jentsch', 'Michael Kind', 'Elisabeth von Koch', 'Konstantin Lukashov', 'Stefan Mehren', 'Katerina Poladjan', 'Oleg Popov', 'Tanja Schleiff', 'Christian Schmidt', 'August Schmölzer', 'Jurij Schrader', 'Maria Semenova', 'Igor Sergeev', 'Klaus-Jürgen Steinmann', 'Oliver Stritzel', 'Veit Stübner', 'Vsevolod Tsurilo', 'Henning Peker', 'Dieter Rupp']",Oliver Hirschbiegel,2004,9
9913,The Skeleton Key,2005-07-29,43000000.0,91974818.0,104.0,6.4,588.0,10.947957,"['Drama', 'Horror', 'Mystery', 'Thriller']","['nurse', 'secret', 'dream', 'fight', 'kidnapping', 'new orleans', 'key', 'plantation', 'voodoo', 'party', 'lawyer', 'blood', 'violence', 'mirror', 'attic', 'occult']","['Kate Hudson', 'Gena Rowlands', 'Peter Sarsgaard', 'John Hurt', 'Joy Bryant', 'Marion Zinser', 'Maxine Barnett', 'Fahnlohnee R. Harris', 'Deneen Tyler', 'Ann Dalrymple', 'Trula M. Marcus', 'Jen Apgar', 'Thomas Uskali', 'Jamie Lee Redmon', 'Forrest Landis', 'Tonya Staten', 'Isaach De Bankolé', 'Christa Thorne', 'Ronald McCall', 'Jeryl Prescott']",Iain Softley,2005,7
8007,Behind Enemy Lines,2001-11-17,40000000.0,91753202.0,106.0,6.0,464.0,11.185625,"['Action', 'Drama', 'Thriller', 'War']","['helicopter', 'war crimes', 'sniper', 'bosnia and herzegovina', 'fighter pilot', 'bosnian war of 1992-1995', 'rescue', 'escape', 'tank', 'atrocity', 'gunfight', 'combat', 'military', 'mine field', 'action hero', 'aircraft carrier', 'reconnaissance', 'mass grave']","['Owen Wilson', 'Gene Hackman', 'Gabriel Macht', 'Charles Malik Whitfield', 'David Keith', 'Olek Krupa', 'Joaquim de Almeida', 'Vladimir Mashkov', 'Marko Igonda', 'Eyal Podell', 'Geoff Pierson', 'Aernout Van Lynden', 'Sam Jaeger', 'Shane Johnson', 'Don Winston', 'Laurence Mason', 'Leon Russom', 'Todd Boyce', 'Dorothy Lucey']",John Moore,2001,11
307081,Southpaw,2015-06-15,30000000.0,91709827.0,123.0,7.3,2112.0,12.370126,"['Action', 'Drama']",['sport'],"['Jake Gyllenhaal', 'Rachel McAdams', 'Forest Whitaker', 'Oona Laurence', '50 Cent', 'Skylan Brooks', 'Naomie Harris', 'Victor Ortiz', 'Beau Knapp', 'Miguel Gomez', 'Dominic Colón', 'Jose Caraballo', 'Malcolm M. Mays', 'Aaron Quattrocchi', 'Lana Young', 'Danny Henriquez', 'Patsy Meck', 'Vito Grassi', 'Tony Weeks', 'Jimmy Lennon Jr.', 'Charles Hoyes', 'Clare Foley', 'Rita Ora', 'Jim Lampley', 'Adam Kroloff']",Antoine Fuqua,2015,6
16538,"I Love You, Man",2009-03-20,41000000.0,91636986.0,105.0,6.5,531.0,12.929653,['Comedy'],"['poker', 'bondage', 'duringcreditsstinger']","['Paul Rudd', 'Jason Segel', 'Rashida Jones', 'Andy Samberg', 'J.K. Simmons', 'Jane Curtin', 'Jon Favreau', 'Jaime Pressly', 'Rob Huebel', 'Thomas Lennon', 'Sarah Burns', 'Lou Ferrigno', 'Greg Levine', 'Jean Villepique', 'Kym Whitley', 'Colleen Crabtree', 'Mather Zickel', 'Aziz Ansari', 'Nick Kroll', 'Liz Cackowski', 'Kulap Vilaysack', 'Catherine Reitman', 'Carla Gallo', 'Vicki Davis', 'Josh Cooke', 'Jay Chandrasekhar', 'Seth Morris', 'Jerry Minor', 'Joe Lo Truglio', 'Murray Gershenz', 'Keri Safran', 'Greg Tuculescu', 'Ian Roberts', 'Ethan S. Smith', 'Nelson Franklin', 'Ping Wu', 'Jill Bartlett', 'Matt Walsh', 'Geddy Lee', 'Alex Lifeson', 'Neil Peart', 'Melissa Rauch', 'David Wain', 'Larry Wilmore', 'Craig Wedren', 'Damian Kulash']",John Hamburg,2009,3
13207,Friday the 13th,2009-02-11,19000000.0,91379051.0,97.0,5.7,566.0,14.20229,['Horror'],"['teenager', 'cabin in the woods', 'axe murder', 'camp counselor', 'jason vorhees']","['Derek Mears', 'Jared Padalecki', 'Danielle Panabaker', 'Amanda Righetti', 'Travis Van Winkle', 'Aaron Yoo', 'Jonathan Sadowski', 'Julianna Guill', 'Ben Feldman', 'Arlen Escarpeta', 'Ryan Hansen', 'Willa Ford', 'America Olivo', 'Stephanie Rhodes', 'Nana Visitor', 'Nick Mennell', 'Kyle Davis', 'Richard Burgi', 'Chris Coppola', 'Rosemary Knower', 'Bob King', 'Caleb Guss', 'Kathleen Garrett']",Marcus Nispel,2009,2
12437,Underworld: Rise of the Lycans,2009-01-22,35000000.0,91353501.0,92.0,6.2,1447.0,11.654958,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']","['prison', 'underworld', 'slavery', 'castle', 'vampire', 'war', 'werewolf', 'battle', 'slave', 'dungeon', 'fang vamp']","['Bill Nighy', 'Michael Sheen', 'Rhona Mitra', 'Shane Brolly', 'Steven Mackintosh', 'Kevin Grevioux', 'David Aston', 'Geraldine Brophy', 'Leighton Cardno', 'Alexander Carroll', 'Elizabeth Hawthorne', 'Jason Hood', 'Mark Mitchinson', 'Craig Parker', 'Timothy Raby', 'Tania Nolan', 'Kate Beckinsale', 'Jared Turner', 'Olivia Taylforth']",Patrick Tatopoulos,2009,1
11804,White Noise,2005-01-07,10000000.0,91196419.0,101.0,5.6,267.0,6.143324,"['Drama', 'Horror', 'Thriller']","['wheelchair', 'time', 'voice', 'inspector', 'supernatural', 'loss', 'remote control', 'lifting person in air', 'paranormal phenomena', 'death', 'waterfront', 'audio cassette', 'logbook', 'electronic voice phenomena', 'near miss', 'bedridden']","['Michael Keaton', 'Chandra West', 'Deborah Kara Unger', 'Ian McNeice', 'Keegan Connor Tracy', 'Sarah Strange', 'Nicholas Elia', 'Mike Dopud', 'Marsha Regis', 'Brad Sihvon', 'Amber Rothwell', 'Mitchell Kosterman', 'Suzanne Ristic', 'L. Harvey Gold', 'Miranda Frigon', 'Aaron Douglas', 'Anthony Harrison', 'Bruce Dawson', 'Benita Ha', 'April Telek']",Geoffrey Sax,2005,1
11618,The Haunting,1999-07-23,80000000.0,91188905.0,113.0,5.2,374.0,8.967638,"['Horror', 'Thriller', 'Fantasy', 'Mystery']","['based on novel', 'trauma', 'castle', 'haunted house', 'insomnia', 'bone', 'poster', 'painting', 'remake', 'haunting', 'child labor', 'audio recording', 'spiral staircase', 'evil', 'loner', 'researcher', 'insomniac', 'paranormal activity', 'logbook', '\xa0strange noise', 'spook', 'cherub']","['Liam Neeson', 'Catherine Zeta-Jones', 'Owen Wilson', 'Lili Taylor', 'Bruce Dern', 'Virginia Madsen', 'Michael Cavanaugh', 'M.C. Gainey', 'Marian Seldes', 'Alix Koromzay', 'Todd Field', 'Tom Irwin', 'Charles Gunning', 'Saul Priever', 'Hadley Eure', 'Kadina de Elejalde', 'Alessandra Benjamin', 'Karen S. Gregan', 'Brandon Jarrett', 'Mary McNeal', 'William Minkin']",Jan de Bont,1999,7
9816,Save the Last Dance,2001-01-12,13000000.0,91038276.0,112.0,6.3,359.0,4.794088,"['Drama', 'Family', 'Romance', 'Music']","['ballet dancer', 'musical', 'ballet']","['Julia Stiles', 'Sean Patrick Thomas', 'Kerry Washington', 'Fredro Starr', 'Terry Kinney', 'Bianca Lawson', 'Vince Green', 'Garland Whitt', 'Elisabeth Oas', 'Artel Great', 'Cory Stewart', 'Jennifer Anglin', 'Dorothy Martin', 'Kim Tlusty', 'Felicia Fields', 'Ora Jones', 'Tab Baker', 'Kevin Reid', 'Andrew Rothenberg', 'Mekdes Bruk', 'Jerod Howard']",Thomas Carter,2001,1
2085,Romeo Must Die,2000-03-20,25000000.0,91036760.0,115.0,6.0,334.0,8.369176,"['Action', 'Crime', 'Thriller']","['martial arts', 'hip-hop', 'oakland', 'asian', 'asian man', 'asian lead']","['Jet Li', 'Aaliyah', 'Isaiah Washington', 'Russell Wong', 'DMX', 'Delroy Lindo', 'D.B. Woodside', 'Jon Kit Lee', 'Edoardo Ballerini', 'Anthony Anderson', 'Matthew Harrison', 'Terry Chen', 'Henry O', 'Gaston Morrison', 'Colin Foo']",Andrzej Bartkowiak,2000,3
44977,Dhoom 3,2013-12-18,19500000.0,91000000.0,172.0,6.0,86.0,5.326716,"['Action', 'Crime', 'Thriller']","['circus', 'bank robber', 'sequel', 'heist', 'bank heist', 'motorcycle chase']","['Aamir Khan', 'Katrina Kaif', 'Abhishek Bachchan', 'Uday Chopra', 'Riya Ray', 'Uday Chopra', 'Elizabeth Reiners', 'Tabrett Bethell', 'Andrew Bicknell', 'Jacqueline Scislowski', 'Jackie Shroff', 'Kim DeJesus']",Vijay Krishna Acharya,2013,12
49948,Fantasia 2000,1999-12-17,80000000.0,90874570.0,74.0,7.0,300.0,14.972573,"['Animation', 'Family', 'Music']","['orchestra', 'musical segments']","['Steve Martin', 'Itzhak Perlman', 'Quincy Jones', 'Bette Midler', 'James Earl Jones', 'Penn Jillette', 'Teller', 'James Levine', 'Angela Lansbury', 'Wayne Allwine', 'Tony Anselmo', 'Russi Taylor']",James Algar,1999,12
1885,The Karate Kid,1984-06-22,8000000.0,90815558.0,126.0,6.9,913.0,7.64499,['Drama'],"['flat', 'taskmaster', 'karate', 'egg', 'kids and family', 'motorcycle']","['Ralph Macchio', 'Pat Morita', 'William Zabka', 'Martin Kove', 'Chad McQueen', 'Randee Heller', 'Elisabeth Shue', 'Ron Thomas', 'Rob Garrison', 'Scott Strader']",John G. Avildsen,1984,6
16871,Drag Me to Hell,2009-03-15,30000000.0,90810892.0,99.0,6.2,995.0,15.809588,"['Horror', 'Thriller']","['gypsy', 'work', 'gore', 'curse', 'psychologist', 'psychic', 'evil', 'loan officer', 'obituary', 'engagement ring']","['Alison Lohman', 'Justin Long', 'Lorna Raver', 'Dileep Rao', 'David Paymer', 'Adriana Barraza', 'Chelcie Ross', 'Reggie Lee', 'Molly Cheek', 'Bojana Novaković', 'Kevin Foster', 'Alexis Cruz', 'Ruth Livier', 'Shiloh Selassie', 'Flor de Maria Chahua', 'Christopher Young', 'Ricardo Molina', 'Fernanda Romero', 'Joanne Baron', 'Ted Raimi', 'Ali Dean', 'Octavia Spencer', 'Mia Rai', 'Bill E. Rogers', 'Cherie Franklin', 'Olga Babtchinskaia', 'Alex Veadov', 'Bonnie Aarons', 'Emma Raimi', 'Michael Peter Bolus', 'Peter Popp', 'Scott Spiegel', 'Bridget Hoffman', 'Tom Carey', 'Lia Johnson', 'Jay Gordon', 'Henry Raimi', 'Lorne Raimi', 'Chloe Dykstra', 'Nick Vlassopoulos', 'John Paxton', 'Irene Roseen', 'Aimee Miles', 'Art Kimbro', 'Sam Raimi']",Sam Raimi,2009,3
